order_id,first_name,last_name,status
2320,Terri,Williams,Shipped
2352,Tiffany,Navarro,Shipped
2359,Emily,Ward,Shipped
2366,Patricia,Harper,Shipped
2370,Tina,Fleming,Shipped
2388,Danielle,Walker,Shipped
2395,Haley,Martinez,Shipped
2399,Janice,Burke,Shipped
2404,Kelsey,Lloyd,Shipped
2448,Angel,Davis,Shipped
2452,Victoria,Anderson,Shipped
2458,Susan,Hardin,Shipped
2461,Tiffany,Bender,Shipped
2465,Tami,Stout,Shipped
2467,Tami,Stout,Shipped
2470,Allison,Lowe,Shipped
2472,Sonya,Williams,Shipped
2474,Autumn,Green,Shipped
2475,Autumn,Green,Shipped
2484,Kendra,Garcia,Shipped
2485,Kendra,Garcia,Shipped
2512,Kristi,Diaz,Shipped
2524,Jacqueline,Alvarez,Shipped
2529,Sara,Baker,Shipped
2534,Samantha,Stewart,Shipped
2539,Julie,Nelson,Shipped
2547,Katherine,Howard,Shipped
2562,Leah,Jensen,Shipped
2563,Angel,Day,Shipped
2574,Danielle,Page,Shipped
2578,Christine,Beasley,Shipped
2593,Rachael,Patterson,Shipped
2613,Rebecca,Young,Shipped
2615,Kristen,King,Shipped
2620,Kathleen,Jones,Shipped
2622,Anna,Sanders,Shipped
2626,Amber,Stewart,Shipped
2637,Paula,Gonzalez,Shipped
2639,Paula,Gonzalez,Shipped
2651,Debra,Cherry,Shipped
2662,Valerie,Sanchez,Shipped
2668,Katelyn,Miranda,Shipped
2671,Nichole,Olsen,Shipped
2672,Crystal,Hunter,Shipped
2685,Melanie,Morales,Shipped
2694,Nancy,Camacho,Shipped
2713,Kristen,Bennett,Shipped
2717,Tara,Wells,Shipped
2738,Melanie,Ramirez,Shipped
2740,Kristin,Daniel,Shipped
2744,Diana,Montoya,Shipped
2751,Alicia,Fuller,Shipped
2760,Lauren,Michael,Shipped
2767,Kathleen,Robertson,Shipped
2768,Kathleen,Robertson,Shipped
2783,Cheryl,Davidson,Shipped
2814,Wanda,Faulkner,Shipped
2892,Barbara,Jordan,Shipped
2903,Deborah,Holmes,Shipped
2906,Ruth,Green,Shipped
2923,Rebecca,Phillips,Shipped
2930,Rebecca,Herrera,Shipped
2933,Becky,Norris,Shipped
2934,Terri,Morales,Shipped
2970,Christina,Curtis,Shipped
2979,Olivia,Cox,Shipped
3005,Jordan,Salazar,Shipped
3010,Pamela,Ramos,Shipped
3030,Caroline,Fleming,Shipped
3035,Erin,Thomas,Shipped
3045,Victoria,Haney,Shipped
3047,Courtney,Ryan,Shipped
3069,Vicki,Gonzales,Shipped
3076,Valerie,Cross,Shipped
3077,Valerie,Cross,Shipped
3081,Danielle,Garcia,Shipped
3082,Danielle,Garcia,Shipped
3085,Alexis,Nguyen,Shipped
3095,Cheryl,Hall,Shipped
3103,Rhonda,Booth,Shipped
3110,Sherry,Potts,Shipped
3118,Linda,Terrell,Shipped
3121,Cindy,Schneider,Shipped
3125,Sandra,Boyd,Shipped
3139,Wendy,Hall,Shipped
3147,Catherine,Morgan,Shipped
3148,Catherine,Morgan,Shipped
3173,Julie,Bowen,Shipped
3177,Sonia,Andersen,Shipped
3185,Kathleen,Russell,Shipped
3190,Tina,Ortiz,Shipped
3201,Christina,Johnson,Shipped
3214,Susan,Delacruz,Shipped
3221,Tina,Schroeder,Shipped
3225,Claudia,Watson,Shipped
3252,Bonnie,Lawrence,Shipped
3275,Christy,Brown,Shipped
3298,Megan,Baker,Shipped
3304,Theresa,Sullivan,Shipped
3309,Lauren,Hernandez,Shipped
3315,Jordan,Martinez,Shipped
3329,Margaret,Esparza,Shipped
3330,Kelly,White,Shipped
3335,Aimee,Butler,Shipped
3345,Cynthia,Howard,Shipped
3364,Erin,Kelley,Shipped
3378,Sara,Powell,Shipped
3379,Sara,Jordan,Shipped
3407,Nancy,Holland,Shipped
3412,Sara,Buchanan,Shipped
3413,Sara,Buchanan,Shipped
3415,Sara,Buchanan,Shipped
3418,Cindy,Pennington,Shipped
3486,Brooke,Macias,Shipped
3495,Bridget,Johnson,Shipped
3502,Erika,Moore,Shipped
3503,Erika,Moore,Shipped
3511,Barbara,Brooks,Shipped
3530,Erica,Haley,Shipped
3552,Phyllis,Wong,Shipped
3575,April,Edwards,Shipped
3576,April,Edwards,Shipped
3585,Casey,Gilbert,Shipped
3587,Casey,Gilbert,Shipped
3592,Christina,Mckinney,Shipped
3615,Joann,Warner,Shipped
3621,Julie,Johnson,Shipped
3626,Kristin,Brewer,Shipped
3638,Tina,Scott,Shipped
3651,Samantha,Villarreal,Shipped
3653,Crystal,Clayton,Shipped
3670,Chelsea,Nguyen,Shipped
3680,Susan,Sanchez,Shipped
3695,Kathleen,Howe,Shipped
3697,Wendy,Wilson,Shipped
3698,Wendy,Wilson,Shipped
3699,Wendy,Wilson,Shipped
3740,Lindsey,Mayer,Shipped
3760,Maria,Poole,Shipped
3769,Catherine,Lopez,Shipped
3770,Catherine,Lopez,Shipped
3776,Taylor,Gonzalez,Shipped
3790,Kelly,Anderson,Shipped
3799,Amber,Rivera,Shipped
3807,Carol,Willis,Shipped
3812,April,Kennedy,Shipped
3817,Vanessa,Wallace,Shipped
3820,Brenda,Myers,Shipped
3833,Anne,Suarez,Shipped
3837,Michele,Colon,Shipped
3878,Erin,Gomez,Shipped
3892,Gloria,Jenkins,Shipped
3893,Gloria,Jenkins,Shipped
3898,Peggy,Lawrence,Shipped
3899,Peggy,Lawrence,Shipped
3900,Peggy,Lawrence,Shipped
3912,Monica,Lopez,Shipped
3921,Tamara,Mason,Shipped
3923,Sharon,Johnson,Shipped
3932,Linda,West,Shipped
3950,Emily,Johnson,Shipped
3961,Katrina,Morrison,Shipped
3962,Katrina,Morrison,Shipped
3977,Linda,Adkins,Shipped
3988,Jane,Davis,Shipped
3998,Erin,Le,Shipped
3999,Lori,Green,Shipped
4002,Sharon,Lopez,Shipped
4010,Natalie,Stephens,Shipped
4011,Natalie,Stephens,Shipped
4030,Jenny,Robinson,Shipped
4031,Deborah,Ward,Shipped
4037,Veronica,Morse,Shipped
4059,Emily,Tyler,Shipped
4069,Bonnie,Welch,Shipped
4108,Claudia,Noble,Shipped
4109,Claudia,Noble,Shipped
4124,Emily,Dickson,Shipped
4127,Diane,Carr,Shipped
4134,Danielle,Soto,Shipped
4139,Alicia,Barry,Shipped
4148,Shelley,Gomez,Shipped
4154,Barbara,Adams,Shipped
4163,Pamela,Johns,Shipped
4164,Cynthia,Cameron,Shipped
4179,Anne,Moore,Shipped
4181,Diana,Ramos,Shipped
4204,Brittany,Suarez,Shipped
4209,Alexis,Sanders,Shipped
4210,Alexis,Sanders,Shipped
4228,Tonya,Cox,Shipped
4237,Lori,Pruitt,Shipped
4248,Regina,Perry,Shipped
4250,Regina,Perry,Shipped
4258,Christine,Guzman,Shipped
4261,Taylor,Hunter,Shipped
4264,Carol,Hernandez,Shipped
4265,Carol,Hernandez,Shipped
4266,Kelsey,Delgado,Shipped
4269,Melody,Lee,Shipped
4286,Sue,Carter,Shipped
4331,Lindsey,Morgan,Shipped
4334,Dominique,Williams,Shipped
4335,Raven,Martin,Shipped
4336,Raven,Martin,Shipped
4341,Alicia,Smith,Shipped
4347,Megan,Lee,Shipped
4354,Emily,Henson,Shipped
4363,Cynthia,Gomez,Shipped
4364,Cynthia,Gomez,Shipped
4366,Brooke,Miles,Shipped
4377,Teresa,Robertson,Shipped
4382,Alicia,Davis,Shipped
4391,Alexis,Palmer,Shipped
4392,Alexis,Palmer,Shipped
4400,Valerie,Brown,Shipped
4407,Deanna,West,Shipped
4410,Molly,Richardson,Shipped
4416,Sheila,Baker,Shipped
4443,Andrea,Miller,Shipped
4448,Cynthia,Mitchell,Shipped
4453,Meagan,Sanders,Shipped
4455,Meagan,Sanders,Shipped
4456,Gina,Stuart,Shipped
4465,Michele,Murphy,Shipped
4490,Alicia,Mitchell,Shipped
4510,Helen,Hernandez,Shipped
4532,Kelly,Sanchez,Shipped
4542,Tiffany,Matthews,Shipped
4551,Monique,Hill,Shipped
4562,Makayla,Jenkins,Shipped
4571,Brenda,Austin,Shipped
4572,Brenda,Austin,Shipped
4587,Crystal,Schroeder,Shipped
4591,Margaret,King,Shipped
4595,Andrea,Brown,Shipped
4601,Theresa,Burnett,Shipped
4603,Erin,Spencer,Shipped
4604,Erin,Spencer,Shipped
4606,Erin,Spencer,Shipped
4617,Jody,Moore,Shipped
4626,Judy,Burke,Shipped
4627,Deborah,Alexander,Shipped
4628,Lauren,Juarez,Shipped
4640,Rebecca,Nelson,Shipped
4660,Kari,Smith,Shipped
4678,Bonnie,Moore,Shipped
4690,Hailey,Porter,Shipped
4713,Brenda,Woodard,Shipped
4715,Tracy,Savage,Shipped
4717,Patricia,Logan,Shipped
4723,Hannah,Murray,Shipped
4726,Hannah,Powell,Shipped
4736,Haley,Walker,Shipped
4738,Carolyn,Huerta,Shipped
4754,Linda,Mcneil,Shipped
4762,Theresa,Mills,Shipped
4764,Lynn,Davidson,Shipped
4765,Linda,Mejia,Shipped
4767,Dana,Taylor,Shipped
4786,Katherine,Roach,Shipped
4812,Mackenzie,Torres,Shipped
4815,Amber,Harris,Shipped
4853,Jenna,Davis,Shipped
4865,Crystal,Smith,Shipped
4883,Veronica,Gill,Shipped
4898,Carrie,Walters,Shipped
4900,Erica,Mcconnell,Shipped
4901,Erica,Mcconnell,Shipped
4911,Paula,Mendez,Shipped
4925,Tammy,Carlson,Shipped
4968,Valerie,Cameron,Shipped
4986,Donna,Davis,Shipped
4994,Debbie,Middleton,Shipped
4995,Debbie,Middleton,Shipped
5006,Megan,Marshall,Shipped
5011,Julie,Ferguson,Shipped
5015,Carolyn,Green,Shipped
5016,Carolyn,Green,Shipped
5018,Gabrielle,Buchanan,Shipped
5021,Christine,Martin,Shipped
5027,Jill,Jackson,Shipped
5037,Tracy,Nelson,Shipped
5053,Erin,Evans,Shipped
5056,Autumn,Vargas,Shipped
5065,Stacey,Jensen,Shipped
5080,Kathleen,Johnson,Shipped
5085,Cynthia,Kerr,Shipped
5088,Kathryn,Goodman,Shipped
5100,Maria,Robinson,Shipped
5112,Katrina,Cohen,Shipped
5130,Kristin,Moody,Shipped
5142,Brittany,Lloyd,Shipped
5155,Tina,Jones,Shipped
5162,Alexis,Smith,Shipped
5190,Deborah,Campbell,Shipped
5197,Julia,Gibson,Shipped
5212,Pamela,Mcdonald,Shipped
5234,Ariel,Lewis,Shipped
5238,Wendy,Tanner,Shipped
5262,Beth,Anderson,Shipped
5263,Beth,Anderson,Shipped
5270,Molly,Conner,Shipped
5271,Molly,Conner,Shipped
5273,Sheila,Walter,Shipped
5274,Kristina,Carter,Shipped
5275,Cindy,Combs,Shipped
5276,Briana,Sutton,Shipped
5290,Lori,Wagner,Shipped
5291,Marie,Taylor,Shipped
5302,Frances,Robinson,Shipped
5328,Cheryl,Byrd,Shipped
5336,Allison,Michael,Shipped
5355,Abigail,Dickerson,Shipped
5356,Sandra,Kelley,Shipped
5363,Meagan,Holland,Shipped
5381,Penny,Morris,Shipped
5397,Catherine,Blair,Shipped
5400,Pamela,Weaver,Shipped
5410,Sheena,Moore,Shipped
5412,Andrea,Cohen,Shipped
5419,Linda,Powell,Shipped
5423,Victoria,Hudson,Shipped
5426,Annette,Bell,Shipped
5445,Beth,Serrano,Shipped
5447,Kari,Porter,Shipped
5448,Kari,Porter,Shipped
5458,Julie,Kim,Shipped
5466,Kathryn,Robles,Shipped
5467,Casey,Doyle,Shipped
5468,Crystal,Wright,Shipped
5470,Terri,Lyons,Shipped
5493,Rhonda,Hutchinson,Shipped
5497,Abigail,Harrison,Shipped
5499,Kathleen,Porter,Shipped
5505,Leslie,Smith,Shipped
5506,Deanna,Johnson,Shipped
5539,Brooke,Lozano,Shipped
5540,Brooke,Lozano,Shipped
5543,Morgan,Gilbert,Shipped
5605,Tina,Bell,Shipped
5606,Tina,Bell,Shipped
5607,Robin,Stanley,Shipped
5610,Taylor,Huang,Shipped
5616,Savannah,Dodson,Shipped
5643,Victoria,Bush,Shipped
5648,Carmen,Morris,Shipped
5651,Betty,Miller,Shipped
5653,Kendra,Cox,Shipped
5656,Emily,Turner,Shipped
5665,Crystal,Alvarado,Shipped
5673,Alexa,Smith,Shipped
5676,Patricia,Jacobs,Shipped
5684,Tammie,Arnold,Shipped
5691,Deborah,Brown,Shipped
5700,Miranda,Walters,Shipped
5703,Dana,Daniels,Shipped
5725,Brianna,Wagner,Shipped
5726,Brianna,Wagner,Shipped
5757,Cynthia,Welch,Shipped
5763,Katherine,Schneider,Shipped
5767,Alejandra,Strickland,Shipped
5768,Alejandra,Strickland,Shipped
5811,Nancy,Cardenas,Shipped
5818,Julia,Patterson,Shipped
5830,Marie,Marshall,Shipped
5840,Cynthia,White,Shipped
5841,Kelli,Bradley,Shipped
5847,Crystal,Miller,Shipped
5853,Maria,Warner,Shipped
5860,Kristy,Hall,Shipped
5865,Miranda,Gallagher,Shipped
5877,Christina,Middleton,Shipped
5891,Chelsea,Sexton,Shipped
5895,Brittany,Holland,Shipped
5900,Peggy,Werner,Shipped
5907,Tammie,Shah,Shipped
5919,Autumn,Stewart,Shipped
5947,Katrina,Brown,Shipped
5948,Katrina,Brown,Shipped
5949,Katrina,Brown,Shipped
5960,Teresa,Williams,Shipped
5989,Rhonda,Nelson,Shipped
5990,Rhonda,Nelson,Shipped
5996,Regina,Hoover,Shipped
6021,Erin,Hardy,Shipped
6024,Melanie,Lee,Shipped
6027,Abigail,Harris,Shipped
6038,Taylor,Williams,Shipped
6045,Molly,Mccoy,Shipped
6049,Ariel,Brown,Shipped
6057,Shari,Lambert,Shipped
6064,Patricia,Rios,Shipped
6082,Bonnie,Nguyen,Shipped
6095,Tina,Arnold,Shipped
6107,Yvonne,Miller,Shipped
6129,Joanna,Gilmore,Shipped
6133,Sara,Morales,Shipped
6134,Allison,Holt,Shipped
6147,April,Gentry,Shipped
6150,Kathleen,Hines,Shipped
6152,Kathleen,Hines,Shipped
6153,Kathleen,Hines,Shipped
6157,Wendy,Valencia,Shipped
6170,Felicia,Wright,Shipped
6172,Felicia,Wright,Shipped
6174,Brittney,Larson,Shipped
6206,Patricia,Rodriguez,Shipped
6208,Cynthia,Dickerson,Shipped
6218,Jasmine,Gardner,Shipped
6224,Hannah,Johnson,Shipped
6226,Hannah,Johnson,Shipped
6235,Ann,Stewart,Shipped
6236,Ann,Stewart,Shipped
6269,Erica,Sanford,Shipped
6280,Brittany,Petersen,Shipped
6297,Kayla,Jones,Shipped
6319,Julie,Brown,Shipped
6323,Kristine,Schmidt,Shipped
6334,Samantha,Sanchez,Shipped
6338,Melinda,Martinez,Shipped
6353,Sabrina,Duncan,Shipped
6358,Wendy,Tran,Shipped
6366,Kathryn,Duncan,Shipped
6370,Katelyn,Stout,Shipped
6376,Joy,Jordan,Shipped
6386,Judy,Walker,Shipped
6388,Vanessa,Ali,Shipped
6397,Susan,Woods,Shipped
6398,Alexandra,Everett,Shipped
6419,Susan,Ortiz,Shipped
6420,Courtney,Taylor,Shipped
6432,Patricia,Wilcox,Shipped
6435,Lori,Welch,Shipped
6437,Madison,Douglas,Shipped
6460,Kelly,Santos,Shipped
6465,Emily,Young,Shipped
6468,Michele,Quinn,Shipped
6479,Meredith,Harris,Shipped
6494,Julie,Turner,Shipped
6518,Felicia,Brown,Shipped
6520,Felicia,Brown,Shipped
6569,Alyssa,Wright,Shipped
6578,Jamie,Jones,Shipped
6584,Diana,Meyers,Shipped
6586,Valerie,Rios,Shipped
6598,Christine,Diaz,Shipped
6599,Morgan,Patel,Shipped
6604,Catherine,Haley,Shipped
6616,Melinda,Jackson,Shipped
6641,Tiffany,Decker,Shipped
6643,Sharon,Jacobs,Shipped
6654,Morgan,Morgan,Shipped
6655,Morgan,Morgan,Shipped
6670,Tracy,Murphy,Shipped
6677,Yolanda,Martinez,Shipped
6678,Yolanda,Martinez,Shipped
6679,Yolanda,Martinez,Shipped
6684,Courtney,Richardson,Shipped
6716,Sandra,Hamilton,Shipped
6727,Sylvia,Nelson,Shipped
6733,Cassandra,Fitzgerald,Shipped
6738,Linda,Williams,Shipped
6740,Nancy,Huerta,Shipped
6743,Whitney,Morse,Shipped
6748,Cathy,Ferrell,Shipped
6749,Cathy,Ferrell,Shipped
6761,Brittany,Scott,Shipped
6773,Kendra,Perry,Shipped
6805,Isabella,Ramsey,Shipped
6812,Kathryn,Brown,Shipped
6832,Kylie,Bailey,Shipped
6842,Nancy,Ward,Shipped
6844,Catherine,Allen,Shipped
6867,Holly,Ramos,Shipped
6869,Stacy,Wright,Shipped
6875,Rachael,Wood,Shipped
6882,Patricia,Pierce,Shipped
6905,Hannah,Jordan,Shipped
6906,Natalie,Jensen,Shipped
6919,Deborah,Howard,Shipped
6922,Carla,Dennis,Shipped
6924,Carla,Dennis,Shipped
6955,Christine,Reynolds,Shipped
6967,Kim,Lowe,Shipped
6968,Danielle,Wells,Shipped
6976,Carly,Garcia,Shipped
6989,Gabrielle,Harris,Shipped
7009,Laurie,Sanders,Shipped
7010,Laurie,Sanders,Shipped
7023,Marissa,Gonzales,Shipped
7037,Candice,Mitchell,Shipped
7038,Candice,Mitchell,Shipped
7050,Brianna,Calderon,Shipped
7054,Kelly,Bonilla,Shipped
7071,Erin,Jackson,Shipped
7080,Maria,Jones,Shipped
7081,Maria,Jones,Shipped
7111,Joyce,Wright,Shipped
7116,Alexandria,Tucker,Shipped
7152,Sherri,Bell,Shipped
7153,Sherri,Bell,Shipped
7157,Kim,Hicks,Shipped
7166,Jacqueline,Prince,Shipped
7187,Anna,Arnold,Shipped
7207,Erin,Phillips,Shipped
7225,Cindy,Duncan,Shipped
7232,Stacy,Wright,Shipped
7236,Christy,Lee,Shipped
7255,Terri,Li,Shipped
7266,Kristin,Mendez,Shipped
7267,Kristin,Mendez,Shipped
7268,Kristin,Mendez,Shipped
7296,Kerry,Logan,Shipped
7302,Christine,Castro,Shipped
7320,Kathleen,King,Shipped
7337,Christine,Levine,Shipped
7339,Emma,Coleman,Shipped
7340,Emma,Coleman,Shipped
7348,Amber,Kim,Shipped
7358,Margaret,Smith,Shipped
7363,Robin,Ashley,Shipped
7364,Robin,Ashley,Shipped
7371,Breanna,Gardner,Shipped
7376,Renee,Chambers,Shipped
7392,Lindsey,Carney,Shipped
7396,Morgan,Martinez,Shipped
7406,Susan,Snyder,Shipped
7411,Joyce,Rogers,Shipped
7436,Natalie,Moore,Shipped
7453,Megan,Williams,Shipped
7454,Sheryl,Ewing,Shipped
7466,Emily,Cabrera,Shipped
7469,Allison,Clark,Shipped
7530,Brianna,Oconnor,Shipped
7536,Carol,Adams,Shipped
7548,Gwendolyn,Baker,Shipped
7564,Tammy,Martin,Shipped
7572,Courtney,Case,Shipped
7575,Wendy,Schmitt,Shipped
7577,Mallory,Powell,Shipped
7585,Samantha,Day,Shipped
7600,Robin,Flores,Shipped
7612,Claudia,Mclaughlin,Shipped
7624,Tonya,Gardner,Shipped
7662,Jodi,Nelson,Shipped
7666,Danielle,Jennings,Shipped
7680,Denise,Berg,Shipped
7681,Denise,Berg,Shipped
7689,Jacqueline,Moore,Shipped
7702,Christina,Patel,Shipped
7705,Monica,Anderson,Shipped
7728,Amber,Cunningham,Shipped
7747,Victoria,Christian,Shipped
7749,Janice,Mcintosh,Shipped
7754,Carolyn,Horton,Shipped
7759,Paula,Brown,Shipped
